10501,2026.6.27,배반,빅마마,Korean Ballad / OST,KR,2007,Melon Monthly Chart Top 100,2,melon_monthly_chart_bulk_backfill,low
10502,2026.6.27,그리워 그리워,노을,Korean Ballad / OST,KR,2011,Melon Monthly Chart Top 100,2,melon_monthly_chart_bulk_backfill,low
10503,2026.6.27,하늘바라기 (Feat. 하림),정은지,Korean Ballad / OST,KR,2016,Melon Monthly Chart Top 100,2,melon_monthly_chart_bulk_backfill,low
10504,2026.6.27,11:11,태연 (TAEYEON),Korean Ballad / OST,KR,2016,Melon Monthly Chart Top 100,2,melon_monthly_chart_bulk_backfill,low
10505,2026.6.27,물끄러미,지아,Korean Ballad / OST,KR,2007,Melon Monthly Chart Top 100,3,melon_monthly_chart_bulk_backfill,low
10506,2026.6.27,이 바보야,정승환,Korean Ballad / OST,KR,2016,Melon Monthly Chart Top 100,3,melon_monthly_chart_bulk_backfill,low
10507,2026.6.27,좋아,민서 (MINSEO),Korean Ballad / OST,KR,2017,Melon Monthly Chart Top 100,3,melon_monthly_chart_bulk_backfill,low
10508,2026.6.27,꽃 길,BIGBANG (빅뱅),Korean Lyrical Pop / R&B,KR,2018,Melon Monthly Chart Top 100,3,melon_monthly_chart_bulk_backfill,low
10509,2026.6.27,미워요,씨야,Korean Ballad / OST,KR,2007,Melon Monthly Chart Top 100,4,melon_monthly_chart_bulk_backfill,low
10510,2026.6.27,이노래,2am,Korean Ballad / OST,KR,2008,Melon Monthly Chart Top 100,4,melon_monthly_chart_bulk_backfill,low
10511,2026.6.27,이젠 남이야 (Feat. Baby-J Of Jewelry),김경록 (V.O.S),Korean Ballad / OST,KR,2008,Melon Monthly Chart Top 100,4,melon_monthly_chart_bulk_backfill,low
10512,2026.6.27,ALWAYS,윤미래,Korean Ballad / OST,KR,2016,Melon Monthly Chart Top 100,4,melon_monthly_chart_bulk_backfill,low
10513,2026.6.27,Rain,태연 (TAEYEON),Korean Ballad / OST,KR,2016,Melon Monthly Chart Top 100,4,melon_monthly_chart_bulk_backfill,low
10514,2026.6.27,부담이 돼 (Feat. 휘인 Of 마마무),정키,Korean Ballad / OST,KR,2017,Melon Monthly Chart Top 100,4,melon_monthly_chart_bulk_backfill,low
10515,2026.6.27,헤어지는 중,펀치 (Punch),Korean Lyrical Pop / R&B,KR,2018,Melon Monthly Chart Top 100,4,melon_monthly_chart_bulk_backfill,low
10516,2026.6.27,신청곡 (Feat. SUGA of BTS),이소라,Korean Ballad / OST,KR,2019,Melon Monthly Chart Top 100,4,melon_monthly_chart_bulk_backfill,low
10517,2026.6.27,불치병 (Feat. Masta Wu),휘성 (Realslow),Korean Lyrical Pop / R&B,KR,2004,Melon Monthly Chart Top 100,5,melon_monthly_chart_bulk_backfill,low
10518,2026.6.27,한여름날의 꿈 (Duet With 옥주현),SG 워너비,Korean Lyrical Pop / R&B,KR,2007,Melon Monthly Chart Top 100,5,melon_monthly_chart_bulk_backfill,low
10519,2026.6.27,만약에,태연 (TAEYEON),Korean Ballad / OST,KR,2008,Melon Monthly Chart Top 100,5,melon_monthly_chart_bulk_backfill,low
10520,2026.6.27,아이처럼,김동률,Korean Ballad / OST,KR,2008,Melon Monthly Chart Top 100,5,melon_monthly_chart_bulk_backfill,low
10521,2026.6.27,심장이 없어,에이트,Korean Ballad / OST,KR,2009,Melon Monthly Chart Top 100,5,melon_monthly_chart_bulk_backfill,low
10522,2026.6.27,못해 (Feat. 美),포맨 (4MEN),Korean Ballad / OST,KR,2010,Melon Monthly Chart Top 100,5,melon_monthly_chart_bulk_backfill,low
10523,2026.6.27,No Make Up,Zion.T,Korean Lyrical Pop / R&B,KR,2015,Melon Monthly Chart Top 100,5,melon_monthly_chart_bulk_backfill,low
10524,2026.6.27,가을 아침,아이유,Korean Lyrical Pop / R&B,KR,2017,Melon Monthly Chart Top 100,5,melon_monthly_chart_bulk_backfill,low
10525,2026.6.27,Goodbye,박효신,Korean Ballad / OST,KR,2019,Melon Monthly Chart Top 100,5,melon_monthly_chart_bulk_backfill,low
10526,2026.6.27,헤어지자 (Prod. 정키),휘인 (Whee In),Korean Ballad / OST,KR,2019,Melon Monthly Chart Top 100,5,melon_monthly_chart_bulk_backfill,low
10527,2026.6.27,You Mean Everything To Me,박정현,Korean Lyrical Pop / R&B,KR,2000,Melon Monthly Chart Top 100,6,melon_monthly_chart_bulk_backfill,low
10528,2026.6.27,남자도... 어쩔 수 없다.,EVAN 에반 (유호석),Korean Ballad / OST,KR,2007,Melon Monthly Chart Top 100,6,melon_monthly_chart_bulk_backfill,low
