14001,2026.6.27,눈물아 안녕,아이비,Korean Pop Reference,KR,2009,Melon Monthly Chart Top 100,13,melon_monthly_chart_bulk_backfill,low
14002,2026.6.27,이 죽일 놈의 사랑,이수영,Korean Pop Reference,KR,2005,Melon Monthly Chart Top 100,15,melon_monthly_chart_bulk_backfill,low
14003,2026.6.27,깊은 밤을 날아서,남규리,Korean Pop Reference,KR,2007,Melon Monthly Chart Top 100,29,melon_monthly_chart_bulk_backfill,low
14004,2026.6.27,아무노래,지코 (ZICO),Korean Hip-Hop / Rap Pop,KR,2020,Melon Monthly Chart Top 100,1,melon_monthly_chart_bulk_backfill,low
14005,2026.6.27,strawberry moon,아이유,Korean Pop Reference,KR,2021,Melon Monthly Chart Top 100,1,melon_monthly_chart_bulk_backfill,low
14006,2026.6.27,Oh Yeah (Feat. 박봄),GD&TOP,Korean Hip-Hop / Rap Pop,KR,2010,Melon Monthly Chart Top 100,2,melon_monthly_chart_bulk_backfill,low
14007,2026.6.27,내가 제일 잘 나가,2NE1,K-pop Dance,KR,2011,Melon Monthly Chart Top 100,2,melon_monthly_chart_bulk_backfill,low
14008,2026.6.27,당신의 밤 (Feat. 오혁),황광희 X 개코,Korean Hip-Hop / Rap Pop,KR,2016,Melon Monthly Chart Top 100,2,melon_monthly_chart_bulk_backfill,low
14009,2026.6.27,하루 끝,아이유,K-pop Dance,KR,2012,Melon Monthly Chart Top 100,3,melon_monthly_chart_bulk_backfill,low
14010,2026.6.27,사랑해 (Feat. 윤은혜),마이티 마우스,Korean Hip-Hop / Rap Pop,KR,2008,Melon Monthly Chart Top 100,4,melon_monthly_chart_bulk_backfill,low
14011,2026.6.27,나로 말할 것 같으면 (Yes I am),마마무 (Mamamoo),K-pop Dance,KR,2017,Melon Monthly Chart Top 100,4,melon_monthly_chart_bulk_backfill,low
14012,2026.6.27,너 올 때까지,FTISLAND (FT아일랜드),Korean Pop Reference,KR,2007,Melon Monthly Chart Top 100,5,melon_monthly_chart_bulk_backfill,low
14013,2026.6.27,에너지 (Feat. 선예),마이티 마우스,Korean Hip-Hop / Rap Pop,KR,2008,Melon Monthly Chart Top 100,5,melon_monthly_chart_bulk_backfill,low
14014,2026.6.27,"헤어지지 못하는 여자, 떠나가지 못하는 남자 (Feat. 정인)",리쌍,Korean Hip-Hop / Rap Pop,KR,2009,Melon Monthly Chart Top 100,5,melon_monthly_chart_bulk_backfill,low
14015,2026.6.27,다시 사랑한다면,도원경,Korean Pop Reference,KR,2001,Melon Monthly Chart Top 100,6,melon_monthly_chart_bulk_backfill,low
14016,2026.6.27,아낌없이 주는 나무 (Generous...),문희준,Korean Pop Reference,KR,2002,Melon Monthly Chart Top 100,7,melon_monthly_chart_bulk_backfill,low
14017,2026.6.27,누난 너무 예뻐 (Replay),SHINee (샤이니),K-pop Dance,KR,2008,Melon Monthly Chart Top 100,7,melon_monthly_chart_bulk_backfill,low
14018,2026.6.27,뜨거운 안녕 (Feat. 성시경),싸이 (PSY),Korean Hip-Hop / Rap Pop,KR,2012,Melon Monthly Chart Top 100,7,melon_monthly_chart_bulk_backfill,low
14019,2026.6.27,이별식탁 (Feat. 산체스 Of 팬텀),San E (산이),Korean Hip-Hop / Rap Pop,KR,2013,Melon Monthly Chart Top 100,7,melon_monthly_chart_bulk_backfill,low
14020,2026.6.27,나 어떡해,베이비복스,K-pop Dance,KR,2003,Melon Monthly Chart Top 100,8,melon_monthly_chart_bulk_backfill,low
14021,2026.6.27,사랑후애 (僞愛),FTISLAND (FT아일랜드),Korean Pop Reference,KR,2008,Melon Monthly Chart Top 100,8,melon_monthly_chart_bulk_backfill,low
14022,2026.6.27,오직너,채연,K-pop Dance,KR,2005,Melon Monthly Chart Top 100,10,melon_monthly_chart_bulk_backfill,low
14023,2026.6.27,누나의 꿈,현영,K-pop Dance,KR,2006,Melon Monthly Chart Top 100,10,melon_monthly_chart_bulk_backfill,low
14024,2026.6.27,사랑했으므로,조관우,Korean Pop Reference,KR,2001,Melon Monthly Chart Top 100,17,melon_monthly_chart_bulk_backfill,low
14025,2026.6.27,너무 아파서,이기찬,Korean Pop Reference,KR,2005,Melon Monthly Chart Top 100,22,melon_monthly_chart_bulk_backfill,low
14026,2026.6.27,또 한번 사랑은 가고,왁스,Korean Pop Reference,KR,2007,Melon Monthly Chart Top 100,22,melon_monthly_chart_bulk_backfill,low
14027,2026.6.27,기다려 그리고 준비해,용감한 녀석들,Korean Pop Reference,KR,2012,Melon Monthly Chart Top 100,25,melon_monthly_chart_bulk_backfill,low
